,split,uri,labels
15606,train,04/846/185/1172/front_fr.4.400.jpg,1;13
15607,train,04/846/640/0115/front_fr.3.400.jpg,1;13
15608,train,04/897/065/2543/front_fr.3.400.jpg,2;5;6;10
15609,train,04/897/780/3122/front_fr.11.400.jpg,2;5;6;10
15610,train,04/958/053/0214/front_fr.25.400.jpg,8;18
15611,train,04/958/054/5560/front_fr.90.400.jpg,8;18
15612,train,04/958/055/7013/front_fr.43.400.jpg,8;18
15613,train,04/961/419/0070/front_fr.3.400.jpg,0
15614,train,05/000/221/8023/front_fr.4.400.jpg,8
15615,train,05/007/000/0001/front_fr.4.400.jpg,12;16
15616,train,05/027/000/0009/front_fr.3.400.jpg,12;16
15617,train,05/063/000/0007/front_fr.3.400.jpg,7;11
15618,train,05/110/017/8066/front_fr.6.400.jpg,3;9
15619,train,05/110/018/0182/front_fr.16.400.jpg,3;9
15620,train,05/110/620/8507/front_fr.4.400.jpg,12
15621,train,05/201/100/6011/front_fr.4.400.jpg,7;11
15622,train,05/235/105/9494/front_fr.16.400.jpg,1;13;20
15623,train,05/242/012/0063/front_fr.4.400.jpg,19;23
15624,train,05/242/031/3021/front_fr.4.400.jpg,3
15625,train,05/242/035/0019/front_fr.20.400.jpg,3;9;28
15626,train,05/242/040/0011/front_fr.4.400.jpg,19;23
15627,train,05/242/040/0660/front_fr.4.400.jpg,3;8;9;28
15628,train,05/242/040/1339/front_fr.4.400.jpg,3;9;28
15629,test,05/291/001/0225/front_fr.10.400.jpg,0
15630,train,05/291/001/3660/front_fr.4.400.jpg,0
15631,train,05/291/001/5961/front_fr.13.400.jpg,0
15632,train,05/291/005/1266/front_fr.4.400.jpg,0
15633,train,05/291/005/2676/front_fr.4.400.jpg,0
15634,train,05/291/005/6018/front_fr.4.400.jpg,0
15635,test,05/291/005/6346/front_fr.15.400.jpg,0
15636,train,05/291/117/0768/front_fr.8.400.jpg,0
15637,train,05/291/142/3215/front_fr.10.400.jpg,0
15638,train,05/447/005/7009/front_fr.4.400.jpg,19;23
15639,train,05/515/001/3001/front_fr.11.400.jpg,0
15640,test,05/644/002/9092/front_fr.26.400.jpg,1;27
15641,train,05/706/711/6011/front_fr.4.400.jpg,0
15642,test,05/764/010/0673/front_fr.16.400.jpg,0
15643,train,05/764/033/5648/front_fr.19.400.jpg,0
15644,train,05/764/036/0718/front_fr.4.400.jpg,0
15645,train,05/764/037/3428/front_fr.16.400.jpg,0
15646,train,05/764/042/1518/front_fr.3.400.jpg,0
15647,train,05/764/042/3178/front_fr.32.400.jpg,0
15648,train,05/764/044/1073/front_fr.6.400.jpg,0
15649,train,05/764/044/8423/front_de.27.400.jpg,0
15650,train,05/764/045/8828/front_fr.84.400.jpg,0
15651,train,05/764/047/3418/front_de.18.400.jpg,0
15652,train,05/764/047/7393/front_fr.35.400.jpg,0
15653,train,05/764/048/0003/front_fr.3.400.jpg,0
15654,train,05/764/051/8393/front_fr.4.400.jpg,0
15655,train,05/764/052/7388/front_fr.4.400.jpg,0
15656,train,05/764/055/6913/front_fr.24.400.jpg,0
15657,train,05/764/056/0873/front_en.15.400.jpg,0
15658,train,05/994/228/3184/front_fr.3.400.jpg,12;16
15659,train,06/073/000/0098/front_fr.17.400.jpg,7;15;22
15660,train,06/073/000/0647/front_fr.5.400.jpg,7;15;22
15661,test,06/073/100/5900/front_fr.5.400.jpg,7;15;22
15662,train,06/073/100/7935/front_fr.12.400.jpg,7;22
15663,train,06/092/134/9487/front_fr.4.400.jpg,2;5;6;10
15664,train,06/092/145/0145/front_fr.14.400.jpg,2;5;6;10
15665,train,06/092/145/2637/front_fr.25.400.jpg,2;5;6;10
15666,train,06/092/145/6840/front_fr.20.400.jpg,2;5;6;10
15667,train,06/092/145/9278/front_fr.4.400.jpg,2;5;6;10
15668,train,06/092/145/9513/front_fr.5.400.jpg,2;5;6;10
15669,train,06/092/146/0359/front_fr.10.400.jpg,2;5;6;10
15670,train,06/092/146/0779/front_fr.10.400.jpg,2;5;6;10
15671,train,06/092/146/2544/front_fr.4.400.jpg,2;5;6;10
15672,train,06/092/150/3612/front_fr.4.400.jpg,2;5;6;10
15673,train,06/092/150/3841/front_fr.16.400.jpg,2;5;6;10
15674,train,06/092/150/5531/front_fr.3.400.jpg,2;5;6;10
15675,train,0610644/front_fr.4.400.jpg,1;20
15676,train,06/143/000/8315/front_fr.4.400.jpg,8
15677,train,06/143/000/9831/front_fr.10.400.jpg,8
15678,train,06/143/211/6063/front_fr.9.400.jpg,2;5;6;17
15679,test,06/143/211/7220/front_fr.9.400.jpg,4;8;15
15680,train,06/143/211/9910/front_fr.3.400.jpg,3;8;9;28
15681,train,06/143/213/7495/front_fr.3.400.jpg,15;17
15682,train,06/143/500/0215/front_fr.4.400.jpg,8;18;29
15683,train,06/143/500/0321/front_fr.3.400.jpg,17;18
15684,train,06/143/500/0420/front_fr.6.400.jpg,18
15685,test,06/143/500/2103/front_fr.3.400.jpg,18
15686,train,06/143/500/2424/front_fr.20.400.jpg,0
15687,train,06/143/500/2479/front_fr.4.400.jpg,0
15688,train,06/143/500/3230/front_fr.4.400.jpg,12;16
15689,test,06/143/500/3513/front_fr.3.400.jpg,0
15690,train,06/183/013/2146/front_fr.6.400.jpg,4;14
15691,train,06/199/013/6800/front_fr.8.400.jpg,1;27
15692,train,06/199/013/8040/front_fr.8.400.jpg,1;27
15693,train,06/199/013/9771/front_fr.39.400.jpg,1;27
15694,train,06/199/014/0661/front_fr.8.400.jpg,1;27
15695,train,06/199/014/1798/front_fr.4.400.jpg,1;27
15696,train,06/199/014/2306/front_fr.6.400.jpg,1;27
15697,test,06/199/014/2467/front_en.31.400.jpg,1;27
15698,train,06/199/014/3365/front_fr.3.400.jpg,1;15;27
15699,train,06/199/014/3440/front_fr.3.400.jpg,1;27
15700,train,06/562/000/0226/front_fr.11.400.jpg,3;9;28
15701,train,06/562/000/4156/front_fr.4.400.jpg,3;9;28
15702,train,06/562/001/0225/front_fr.15.400.jpg,3;9;28
15703,train,06/562/001/1055/front_fr.14.400.jpg,3;9;28
15704,train,06/562/001/1161/front_fr.27.400.jpg,3;9;28
15705,test,06/562/001/2311/front_fr.3.400.jpg,3;9;28
15706,train,06/562/002/7216/front_fr.7.400.jpg,3;9;28
15707,train,06/562/008/2215/front_fr.28.400.jpg,3;9;28
15708,train,06/562/050/0023/front_fr.15.400.jpg,7;11
15709,train,06/571/003/1604/front_fr.3.400.jpg,18;19;23
15710,train,06/589/013/2672/front_fr.4.400.jpg,0
15711,train,0664005/front_fr.4.400.jpg,2
15712,train,0669918/front_fr.3.400.jpg,3;15
15713,train,06/714/001/3113/front_fr.39.400.jpg,0;16
15714,train,06/714/003/3852/front_fr.23.400.jpg,0;20
15715,train,06/714/003/7539/front_fr.10.400.jpg,0
15716,train,06/716/216/8136/front_fr.5.400.jpg,4
15717,train,06/716/219/6108/front_fr.9.400.jpg,8;18
15718,train,06/716/221/1856/front_fr.41.400.jpg,4;14
15719,train,06/716/222/4504/front_fr.3.400.jpg,4;14
15720,test,06/716/225/2552/front_fr.3.400.jpg,4;14
15721,train,06/716/227/4479/front_fr.4.400.jpg,4;14
15722,train,06/716/228/0760/front_fr.4.400.jpg,4;14
15723,train,06/716/360/9157/front_fr.8.400.jpg,19;23
15724,train,06/716/361/0924/front_fr.3.400.jpg,8
15725,train,06/716/361/1310/front_fr.13.400.jpg,8;15
15726,train,06/716/361/2546/front_fr.9.400.jpg,4;14
15727,train,06/716/362/1128/front_fr.7.400.jpg,8;18
15728,train,06/716/362/1449/front_fr.7.400.jpg,19;23
15729,train,06/716/362/2798/front_fr.8.400.jpg,4;12;14
15730,train,06/716/362/4310/front_fr.15.400.jpg,19;23
15731,train,06/716/362/4693/front_fr.4.400.jpg,8
15732,train,06/716/362/5171/front_fr.4.400.jpg,4;14
15733,train,06/716/362/6604/front_fr.24.400.jpg,19;23
15734,train,06/716/362/6673/front_fr.18.400.jpg,19;23
15735,test,06/716/362/6734/front_fr.9.400.jpg,19;23
15736,test,06/716/363/2032/front_fr.4.400.jpg,4;8
15737,train,06/716/363/2216/front_fr.3.400.jpg,4;12;14
15738,train,06/716/363/3435/front_fr.4.400.jpg,4;12;14
15739,test,06/716/363/3626/front_fr.9.400.jpg,4;8
15740,train,06/716/363/4777/front_fr.3.400.jpg,8
15741,train,06/716/363/5002/front_fr.4.400.jpg,4;14
15742,train,06/716/363/8775/front_fr.4.400.jpg,19;23
15743,train,06/716/363/9574/front_en.4.400.jpg,4;14
15744,train,06/716/364/6602/front_fr.3.400.jpg,4;14
15745,train,06/716/364/7555/front_fr.3.400.jpg,4
15746,train,06/716/364/8101/front_fr.3.400.jpg,19;23
15747,train,06/716/364/9658/front_fr.3.400.jpg,19;23
15748,train,06/716/364/9993/front_en.3.400.jpg,4;12;14
15749,train,06/716/365/1200/front_fr.3.400.jpg,19;23
15750,train,06/785/000/0502/front_fr.3.400.jpg,4;8
15751,test,06/811/004/3048/front_fr.3.400.jpg,3;9
15752,train,06/811/036/1906/front_fr.32.400.jpg,3;9
15753,train,06/811/125/3279/front_fr.6.400.jpg,3;24
15754,train,06/811/145/0234/front_fr.37.400.jpg,3;24
15755,train,06/811/330/7338/front_fr.5.400.jpg,3;9
15756,train,06/822/011/8506/front_fr.4.400.jpg,8
15757,train,06/823/000/4271/front_fr.10.400.jpg,1;13
15758,train,06/823/001/2832/front_fr.4.400.jpg,1;13
15759,train,06/823/001/5314/front_fr.4.400.jpg,1;13
15760,train,06/823/001/6342/front_fr.20.400.jpg,15
15761,test,06/823/225/0003/front_fr.46.400.jpg,1
15762,train,06/823/550/5797/front_fr.8.400.jpg,21
15763,train,06/823/925/1577/front_fr.28.400.jpg,1
15764,train,06/832/010/1637/front_fr.6.400.jpg,0
15765,train,06/832/010/6229/front_fr.6.400.jpg,0
15766,train,06/832/010/8810/front_fr.4.400.jpg,0
15767,train,06/832/010/9794/front_fr.6.400.jpg,0
15768,test,06/832/011/0097/front_fr.87.400.jpg,0
15769,train,06/832/011/2206/front_fr.8.400.jpg,0
15770,train,06/832/011/2794/front_fr.8.400.jpg,0
15771,train,06/832/011/5047/front_fr.4.400.jpg,0
15772,train,06/832/011/7072/front_fr.38.400.jpg,0
15773,test,06/832/011/7515/front_fr.4.400.jpg,0
15774,test,06/832/011/9267/front_fr.3.400.jpg,0
15775,train,06/832/012/0348/front_fr.5.400.jpg,0
15776,train,06/832/069/2029/front_fr.5.400.jpg,0
15777,train,06/953/546/1189/front_fr.5.400.jpg,8;18
15778,train,06/953/810/2621/front_fr.4.400.jpg,18;29
15779,train,06/953/810/2850/front_fr.20.400.jpg,8
15780,train,06/953/900/3019/front_fr.4.400.jpg,7;11
15781,train,06/990/200/5428/front_fr.8.400.jpg,18
15782,train,06/994/232/0956/front_fr.13.400.jpg,1;20
15783,train,07/050/090/0008/front_fr.3.400.jpg,26
15784,train,07/150/041/9958/front_fr.43.400.jpg,4;14
15785,train,07/150/686/6084/front_fr.11.400.jpg,4;14
15786,train,07/200/000/0028/front_fr.4.400.jpg,4;12;14
15787,test,07/319/001/0781/front_fr.17.400.jpg,3;9;28
15788,train,07/319/002/0742/front_fr.5.400.jpg,3;9;28
15789,train,07/319/010/1267/front_fr.29.400.jpg,3;9;28
15790,train,07/333/811/1110/front_fr.4.400.jpg,17
15791,train,07/341/531/0887/front_fr.10.400.jpg,21
15792,train,07/341/610/0418/front_fr.11.400.jpg,1;20
15793,train,07/341/610/1873/front_fr.14.400.jpg,1;20
15794,test,07/341/931/0135/front_fr.4.400.jpg,21
15795,train,07/378/025/8098/front_fr.177.400.jpg,2;5;6;10;12
15796,train,07/378/048/9539/front_fr.6.400.jpg,2;5;6;10
15797,train,07/378/065/6511/front_de.25.400.jpg,2;5;6;10
15798,train,07/378/082/4545/front_fr.35.400.jpg,2;5;6;10
15799,train,07/378/087/2331/front_fr.8.400.jpg,2;5;6;10
15800,train,07/378/089/6979/front_fr.4.400.jpg,2;5;6;10
15801,train,07/378/096/2148/front_fr.17.400.jpg,2;5;6;10;12
15802,train,07/378/096/5828/front_fr.4.400.jpg,2;5;6;10
15803,train,07/378/096/9000/front_fr.168.400.jpg,2;5;6;10;12
15804,train,07/378/099/4774/front_fr.4.400.jpg,2
15805,train,07/378/100/0542/front_fr.3.400.jpg,2;5;6;10
15806,train,07/378/101/2088/front_es.3.400.jpg,2;5;6;10
15807,train,07/378/102/1844/front_fr.3.400.jpg,2;5;6;10
15808,train,07/378/104/0678/front_fr.31.400.jpg,2;5;6;10;12
15809,train,07/378/105/4606/front_de.5.400.jpg,2;5;6;10
15810,train,07/378/106/6975/front_fr.51.400.jpg,2;5;6;10
15811,train,07/378/106/9266/front_fr.20.400.jpg,2;5;6;10
15812,train,07/378/106/9730/front_fr.52.400.jpg,2;5;6;10
15813,train,07/378/107/0248/front_en.22.400.jpg,2;5;6;10;12
15814,train,07/378/107/1061/front_fr.16.400.jpg,2;5;6;10;12
15815,train,07/378/107/2488/front_fr.4.400.jpg,2;5;6;10
15816,test,07/378/107/4987/front_fr.19.400.jpg,2;5;6;10;12
15817,train,07/378/108/2562/front_en.8.400.jpg,2;5;6;10
15818,train,07/378/108/7277/front_de.14.400.jpg,2;5;6;10
15819,train,07/378/108/8618/front_fr.61.400.jpg,2;5;6;10
15820,train,07/378/109/1878/front_fr.29.400.jpg,2;5;6;10;12
15821,train,07/378/109/4497/front_fr.4.400.jpg,2;5;6;10
15822,test,07/378/109/5135/front_de.18.400.jpg,2;5;6;10;12
15823,train,07/378/109/9812/front_fr.26.400.jpg,2;5;6;10
15824,train,07/378/110/3915/front_es.3.400.jpg,2;5;6;10
15825,train,07/378/110/8613/front_fr.32.400.jpg,2;5;6;10
15826,train,07/378/110/9375/front_de.11.400.jpg,2;5;6;10
15827,train,07/378/111/4461/front_fr.21.400.jpg,2;5;6;10
15828,train,07/378/111/5659/front_fr.36.400.jpg,2;5;6;10
15829,train,07/378/111/6908/front_fr.12.400.jpg,2;5;6;25
15830,train,07/378/112/1322/front_ro.4.400.jpg,2;5;6;10
15831,train,07/378/112/3029/front_fr.3.400.jpg,2;5;6;10
15832,train,07/378/112/6402/front_fr.26.400.jpg,2;5;6;10;12
15833,train,07/378/112/7478/front_fr.23.400.jpg,2;5;6;10;12
15834,train,07/378/113/1963/front_fr.10.400.jpg,2;5;6;10
15835,train,07/378/113/6869/front_fr.24.400.jpg,2
15836,train,07/378/113/8832/front_fr.10.400.jpg,2;5;6;10
15837,train,07/378/113/9471/front_de.33.400.jpg,2;5;6;10
15838,train,07/378/113/9938/front_fr.3.400.jpg,2;5;6;10
15839,train,07/378/114/0989/front_de.9.400.jpg,2;5;6;10
15840,train,07/378/114/8176/front_fr.7.400.jpg,2;5;6;10
15841,train,07/378/115/5259/front_fr.3.400.jpg,2;5;6;10;17
15842,train,07/378/115/5556/front_es.3.400.jpg,2;5;6;10
15843,train,07/378/115/8915/front_fr.15.400.jpg,2;5;6;25
15844,train,07/378/116/0031/front_en.5.400.jpg,2;5;6;10;12
15845,train,07/378/117/3536/front_fr.3.400.jpg,2;5;6;10
15846,train,07/387/010/0269/front_fr.3.400.jpg,19;23
15847,train,0741041/front_es.4.400.jpg,0
15848,train,07/536/000/1155/front_fr.21.400.jpg,3
15849,train,07/536/003/8519/front_fr.3.400.jpg,3
15850,train,07/571/137/3504/front_fr.8.400.jpg,21
15851,train,07/571/145/4005/front_fr.4.400.jpg,21
15852,train,07/646/902/7008/front_fr.4.400.jpg,26
15853,train,07/682/000/8066/front_en.8.400.jpg,18
15854,test,07/682/001/0366/front_fr.30.400.jpg,7;22
15855,train,07/682/900/0757/front_fr.4.400.jpg,21
15856,test,07/705/100/2380/front_fr.4.400.jpg,0
15857,train,07/727/268/3788/front_fr.4.400.jpg,1
15858,train,07/731/162/4093/front_fr.9.400.jpg,7;11;22
15859,train,07/731/233/2096/front_fr.4.400.jpg,7;11;22
15860,train,07/731/290/1957/front_fr.3.400.jpg,7;11;22
15861,train,07/731/348/2097/front_fr.3.400.jpg,7;11
15862,train,07/731/475/0096/front_fr.4.400.jpg,7;11;22
15863,test,07/731/499/0225/front_hu.10.400.jpg,7;11;22
15864,test,07/731/590/1954/front_fr.4.400.jpg,7;11;22
15865,train,07/731/753/2224/front_fr.4.400.jpg,7;11;22
15866,train,07/731/820/5554/front_fr.14.400.jpg,7;11
15867,train,07/731/860/1950/front_fr.4.400.jpg,7;11;22
15868,train,07/731/873/5099/front_fr.6.400.jpg,7;11;21
15869,train,07/731/980/1953/front_fr.13.400.jpg,7;11;22
15870,train,07/982/111/1124/front_fr.4.400.jpg,12;16
15871,train,08/021/000/0233/front_fr.3.400.jpg,0
15872,train,08/021/000/1360/front_fr.29.400.jpg,0
15873,train,08/021/000/4446/front_fr.16.400.jpg,0
15874,train,08/021/602/0044/front_fr.7.400.jpg,0
15875,train,08/021/602/4103/front_fr.5.400.jpg,0
15876,train,08/021/603/1781/front_fr.18.400.jpg,0
15877,test,08/021/603/4508/front_fr.33.400.jpg,0
15878,train,08/021/604/3920/front_fr.4.400.jpg,0
15879,train,08/021/604/4224/front_fr.4.400.jpg,0
15880,train,08/021/604/7065/front_en.4.400.jpg,0
15881,train,08/021/604/7645/front_en.7.400.jpg,0
15882,train,08/021/604/8451/front_fr.4.400.jpg,0
15883,train,08/021/604/9267/front_fr.42.400.jpg,0
15884,train,08/021/604/9632/front_fr.98.400.jpg,0
15885,train,08/021/605/0157/front_fr.15.400.jpg,0
15886,train,08/021/605/0324/front_fr.10.400.jpg,0
15887,train,08/021/605/2304/front_fr.19.400.jpg,0
15888,train,08/021/605/2533/front_fr.11.400.jpg,0
15889,train,08/021/605/2700/front_fr.15.400.jpg,0
15890,train,08/021/605/2984/front_fr.12.400.jpg,0
15891,train,08/021/605/3257/front_en.3.400.jpg,0
15892,train,08/021/605/4278/front_fr.35.400.jpg,0
15893,test,08/021/605/5084/front_fr.31.400.jpg,0
15894,train,08/021/605/5787/front_fr.30.400.jpg,0
15895,train,08/021/605/6463/front_fr.38.400.jpg,0
15896,train,08/065/211/4277/front_fr.4.400.jpg,2;5;6;10
15897,train,08/092/010/0049/front_fr.4.400.jpg,17;18
15898,train,08/092/010/0223/front_fr.3.400.jpg,17
15899,train,08/092/010/0384/front_fr.3.400.jpg,18
15900,train,08/092/010/6157/front_fr.10.400.jpg,18
15901,test,08/092/010/7789/front_fr.38.400.jpg,17;18
15902,train,08/092/098/1525/front_fr.6.400.jpg,17;18
15903,train,08/092/098/1839/front_fr.55.400.jpg,17;18
15904,train,08/092/098/6391/front_fr.8.400.jpg,17
15905,train,08/092/098/8005/front_fr.4.400.jpg,17;18
15906,train,08/092/099/0336/front_fr.6.400.jpg,17
15907,train,08/092/099/2316/front_fr.4.400.jpg,17
15908,train,08/092/099/4211/front_fr.3.400.jpg,18
15909,train,08/368/000/1816/front_fr.4.400.jpg,8;29
15910,train,08/368/000/3476/front_de.23.400.jpg,18
15911,train,08/368/000/3865/front_de.7.400.jpg,18
15912,test,08/368/001/4182/front_fr.4.400.jpg,18
15913,train,08/368/001/5820/front_fr.6.400.jpg,29
15914,train,08/368/001/9750/front_fr.7.400.jpg,18;29
15915,train,08/368/002/0978/front_en.18.400.jpg,15
15916,train,08/368/002/6314/front_fr.20.400.jpg,18;29
15917,train,08/368/003/2582/front_fr.4.400.jpg,18;29
15918,train,08/368/004/1706/front_de.80.400.jpg,3;9
15919,train,08/368/004/5087/front_fr.31.400.jpg,18;29
15920,train,08/368/007/2670/front_en.4.400.jpg,8
15921,train,08/368/007/7705/front_pl.4.400.jpg,18
15922,train,08/368/008/5335/front_fr.65.400.jpg,18;29
15923,train,08/368/010/5835/front_fr.4.400.jpg,8
15924,train,08/368/046/7162/front_fr.8.400.jpg,3;9;18
15925,train,08/368/048/2042/front_fr.56.400.jpg,18;29
15926,train,08/368/048/5739/front_it.4.400.jpg,18;29
15927,train,08/368/057/3016/front_fr.19.400.jpg,8
15928,train,08/368/058/8324/front_fr.87.400.jpg,8
15929,test,08/368/060/5892/front_fr.59.400.jpg,8
15930,train,08/368/065/2094/front_fr.43.400.jpg,8;18;29
15931,train,08/368/082/3630/front_de.6.400.jpg,18;29
15932,train,08/368/088/6727/front_fr.16.400.jpg,18;29
15933,train,08/368/091/8497/front_fr.40.400.jpg,8;18;29
15934,train,08/368/094/9897/front_fr.7.400.jpg,8;18
15935,train,08/368/096/7785/front_fr.15.400.jpg,18
15936,train,08/368/097/2949/front_fr.6.400.jpg,18
15937,train,08/368/100/1471/front_it.4.400.jpg,29
15938,train,08/368/100/3963/front_it.11.400.jpg,29
15939,train,08/368/100/5257/front_de.3.400.jpg,3;9;18
15940,train,08/368/100/6629/front_fr.3.400.jpg,8
15941,train,08/368/101/2521/front_en.15.400.jpg,18;29
15942,train,08/368/101/2705/front_fr.3.400.jpg,18
15943,train,08/368/101/3818/front_de.7.400.jpg,18;29
15944,train,08/368/101/5508/front_en.3.400.jpg,18;29
15945,train,08/368/101/7748/front_fr.14.400.jpg,18
15946,train,08/368/101/9308/front_fr.27.400.jpg,8
15947,train,08/368/102/0656/front_fr.13.400.jpg,8
15948,train,08/368/102/1417/front_fr.7.400.jpg,8;18
15949,train,08/368/102/3497/front_fr.7.400.jpg,3;9;18
15950,train,08/368/102/7815/front_fr.3.400.jpg,18
15951,train,08/368/103/0341/front_fr.7.400.jpg,8;15
15952,train,08/368/103/7388/front_de.14.400.jpg,29
15953,train,08/368/103/9368/front_fr.27.400.jpg,8
15954,train,08/368/104/0517/front_fr.37.400.jpg,8;18;29
15955,train,08/368/104/1279/front_fr.16.400.jpg,8
15956,train,08/368/104/5376/front_fr.17.400.jpg,8;18
15957,train,08/368/104/7837/front_fr.13.400.jpg,8
15958,train,08/368/104/7967/front_fr.26.400.jpg,15
15959,train,08/368/104/9893/front_fr.37.400.jpg,8;29
15960,train,08/368/105/4873/front_fr.44.400.jpg,29
15961,train,08/368/105/9793/front_fr.51.400.jpg,8;18
15962,train,08/368/106/1239/front_fr.4.400.jpg,18
15963,train,08/368/106/2236/front_fr.3.400.jpg,8;15
15964,train,08/368/106/3745/front_fr.36.400.jpg,8
15965,train,08/368/106/6197/front_fr.6.400.jpg,8
15966,train,08/368/106/8313/front_fr.6.400.jpg,8;15
15967,test,08/368/107/0156/front_es.12.400.jpg,29
15968,train,08/368/107/0965/front_fr.16.400.jpg,18
15969,train,08/368/107/2822/front_fr.11.400.jpg,8
15970,train,08/368/107/7391/front_fr.17.400.jpg,8
15971,train,08/368/108/0896/front_fr.23.400.jpg,7;11
15972,train,08/368/108/2012/front_fr.25.400.jpg,8
15973,train,08/368/108/4474/front_es.3.400.jpg,18;29
15974,train,08/368/108/8090/front_fr.21.400.jpg,12
15975,train,08/368/108/8816/front_fr.4.400.jpg,29
15976,train,08/368/109/6859/front_fr.23.400.jpg,18;29
15977,train,08/368/109/7030/front_fr.32.400.jpg,3;9;18
15978,train,08/368/109/9607/front_fr.17.400.jpg,18
15979,train,08/368/110/0006/front_fr.3.400.jpg,8
15980,train,08/368/110/0426/front_nl.32.400.jpg,29
15981,train,08/368/110/3496/front_fr.9.400.jpg,8
15982,test,08/368/110/6480/front_es.15.400.jpg,15
15983,train,08/368/110/8019/front_fr.4.400.jpg,8;15;29
15984,train,08/368/111/5611/front_cs.13.400.jpg,8;15
15985,train,08/368/111/6977/front_fr.24.400.jpg,8;15
15986,train,08/368/112/4699/front_fr.3.400.jpg,8
15987,train,08/368/112/8789/front_fr.4.400.jpg,18;29
15988,train,08/368/114/8619/front_en.9.400.jpg,8
15989,train,08/574/934/0966/front_fr.5.400.jpg,12;21
15990,train,08/671/101/0061/front_fr.3.400.jpg,4;14
15991,train,08/854/000/2262/front_fr.30.400.jpg,12;16
15992,train,08/854/020/2518/front_fr.8.400.jpg,12;16
15993,train,08/854/025/2056/front_fr.3.400.jpg,12;16
15994,train,08/854/025/5279/front_fr.62.400.jpg,12;16
15995,train,08/854/026/2260/front_fr.4.400.jpg,12;16
15996,train,08/854/037/4055/front_fr.9.400.jpg,12;16
15997,train,08/854/037/4109/front_en.3.400.jpg,12;16
15998,train,08/854/037/9586/front_fr.3.400.jpg,12;16
15999,train,08/854/040/2062/front_fr.3.400.jpg,12;16
16000,train,08/854/040/4011/front_fr.7.400.jpg,12;16
16001,train,08/854/050/2069/front_fr.16.400.jpg,12;16
16002,train,08/854/050/4292/front_en.55.400.jpg,12;16
16003,train,08/854/050/6074/front_fr.5.400.jpg,12;16
16004,train,08/854/100/1264/front_fr.15.400.jpg,12;16
16005,train,08/854/100/2957/front_fr.4.400.jpg,12;16
16006,train,08/854/100/3107/front_fr.19.400.jpg,12;16
16007,train,08/854/100/6368/front_fr.3.400.jpg,12;16
16008,train,08/854/100/6436/front_fr.7.400.jpg,12;16
16009,test,08/854/100/7112/front_fr.24.400.jpg,12;16
16010,train,08/854/109/2576/front_fr.3.400.jpg,12;16
16011,train,08/854/250/6508/front_en.83.400.jpg,0
16012,train,08/854/272/5015/front_fr.4.400.jpg,12;16
16013,train,08/854/320/3543/front_fr.3.400.jpg,12;16
16014,train,08/854/350/6255/front.4.400.jpg,12;16
16015,train,08/854/425/3011/front_fr.5.400.jpg,12;16
16016,train,08/854/500/4018/front_fr.46.400.jpg,12;16
16017,train,08/854/855/2271/front_fr.3.400.jpg,12;16
16018,train,08/854/925/4372/front_fr.8.400.jpg,12;16
16019,train,08/854/955/2010/front_fr.3.400.jpg,12;16
16020,train,08/854/955/3062/front_fr.7.400.jpg,12;16
16021,train,08/854/955/3246/front_fr.6.400.jpg,12;16
16022,train,08/854/955/4182/front_fr.4.400.jpg,12;16
16023,train,08/885/700/0661/front_fr.3.400.jpg,1
16024,train,08/973/243/1006/front_fr.3.400.jpg,4;14
16025,train,08/973/396/5005/front_fr.18.400.jpg,4;14
16026,train,08/973/457/6002/front_fr.3.400.jpg,4;14
16027,train,08/973/964/6007/front_fr.4.400.jpg,4;14
16028,train,08/973/992/3009/front_fr.14.400.jpg,4;14
16029,test,09/007/010/1193/front_fr.20.400.jpg,7;8
16030,train,09/007/010/1353/front_fr.6.400.jpg,3;9;29
16031,train,09/007/010/5207/front_fr.29.400.jpg,3;9
16032,train,09/029/102/6091/front_fr.12.400.jpg,2;5;6;10
16033,train,09/029/111/8598/front_fr.17.400.jpg,2;5;6;10
16034,train,09/029/111/9755/front_fr.4.400.jpg,2;5;6;10
16035,train,09/029/138/6904/front_de.3.400.jpg,2;5;6;10
16036,train,09/029/138/9288/front_fr.6.400.jpg,2;5;6;10
16037,train,09/029/139/3209/front_de.16.400.jpg,2;5;6;10
16038,train,09/045/744/8040/front_en.3.400.jpg,12;16
16039,train,09/271/100/0100/front_fr.79.400.jpg,0
16040,train,09/271/300/0306/front_fr.19.400.jpg,0
16041,train,09/271/340/0342/front_fr.4.400.jpg,0
16042,train,09/271/859/4602/front_fr.12.400.jpg,0
16043,train,09/271/860/3014/front_fr.200.400.jpg,0
16044,train,09/271/860/4479/front_fr.26.400.jpg,0
16045,train,09/271/860/5155/front_fr.11.400.jpg,0
16046,train,09/271/860/5308/front_fr.11.400.jpg,0
16047,train,09/271/860/5940/front_fr.27.400.jpg,0
16048,train,09/271/860/7371/front_fr.108.400.jpg,0
16049,train,09/271/860/9801/front_fr.20.400.jpg,0
16050,train,09/271/861/0661/front_fr.16.400.jpg,0
16051,train,09/271/861/1187/front_fr.6.400.jpg,0
16052,train,09/271/861/1545/front_fr.17.400.jpg,0
16053,train,09/271/861/3549/front_fr.4.400.jpg,0
16054,train,09/271/861/7523/front_fr.4.400.jpg,0
16055,train,09/271/861/7998/front_fr.4.400.jpg,0
16056,train,09/271/861/8230/front_fr.28.400.jpg,0
